City-State,Population,Population Density
LODI-OH,4833.0,184.0
LODI-WI,8465.0,106.0
LOG LANE VILLAGE-CO,884.0,2835.0
LOGAN-AL,1375.0,45.0
LOGAN-IA,2915.0,26.0
LOGAN-IL,324.0,348.0
LOGAN-KS,718.0,4.0
LOGAN-NM,1212.0,2.0
LOGAN-OH,18437.0,105.0
LOGAN-UT,64183.0,933.5
LOGAN-WV,5206.0,263.0
LOGANDALE-NV,3605.0,88.0
LOGANSPORT-IN,28866.0,156.0
LOGANSPORT-LA,3460.0,40.0
LOGANTON-PA,3073.0,32.0
LOGANVILLE-GA,59451.0,680.0
LOGANVILLE-WI,1065.0,22.0
LOGSDEN-OR,253.0,15.0
LOHMAN-MO,1425.0,41.0
LOHN-TX,212.0,1.0
LOHRVILLE-IA,695.0,8.0
LOLETA-CA,1739.0,41.0
LOLITA-TX,911.0,15.0
LOLO-MT,5658.0,16.0
LOMA LINDA-CA,21559.0,4417.0
LOMA MAR-CA,192.0,42.0
LOMA-CO,2300.0,14.0
LOMA-MT,233.0,1.0
LOMAN-MN,153.0,1.0
LOMAX-IL,725.0,23.0
LOMBARD-IL,51468.0,3798.0
LOMETA-TX,1622.0,6.0
LOMIRA-WI,3364.0,127.0
LOMITA-CA,21318.0,10767.0
LOMPOC-CA,54017.0,247.0
LONACONING-MD,2819.0,81.0
LONDON MILLS-IL,713.0,22.0
LONDON-AR,2850.0,66.0
LONDON-KY,40438.0,155.66666666666666
LONDON-OH,24066.0,108.0
LONDON-TX,401.0,3.0
LONDONDERRY-NH,23957.0,583.0
LONDONDERRY-OH,2484.0,37.0
LONDONDERRY-VT,1140.0,42.0
LONE GROVE-OK,3585.0,68.0
LONE JACK-MO,3309.0,84.0
LONE OAK-TX,3255.0,43.0
LONE PINE-CA,2082.0,19.0
LONE ROCK-IA,348.0,9.0
LONE ROCK-WI,2594.0,56.0
LONE STAR-TX,1993.0,87.0
LONE TREE-CO,18020.0,1900.0
LONE TREE-IA,1928.0,32.0
LONE WOLF-OK,864.0,5.0
LONEDELL-MO,2461.0,52.0
LONEPINE-MT,106.0,3.0
LONG BARN-CA,541.0,13.0
LONG BEACH-CA,471835.0,10242.545454545454
LONG BEACH-MS,16844.0,772.0
LONG BEACH-NY,37280.0,9560.0
LONG BEACH-WA,3243.0,209.0
LONG BOTTOM-OH,1449.0,39.0
LONG BRANCH-NJ,31038.0,5713.0
LONG BRANCH-TX,606.0,10.0
LONG CREEK-OR,366.0,1.0
LONG CREEK-SC,333.0,13.0
LONG EDDY-NY,482.0,11.0
LONG GROVE-IA,2133.0,50.0
LONG ISLAND CITY-NY,29007.0,48773.0
LONG ISLAND-KS,256.0,3.0
LONG ISLAND-ME,230.0,161.0
LONG ISLAND-VA,1064.0,29.0
LONG KEY-FL,315.0,161.0
LONG LAKE-MN,5311.0,426.0
LONG LAKE-NY,605.0,1.0
LONG LAKE-SD,90.0,1.0
LONG LAKE-WI,470.0,2.0
LONG LANE-MO,1231.0,18.0
LONG PINE-NE,533.0,3.0
LONG POINT-IL,381.0,21.0
LONG POND-PA,4156.0,191.0
LONG PRAIRIE-MN,7062.0,38.0
LONG VALLEY-NJ,13325.0,393.0
LONG VALLEY-SD,139.0,1.0
LONGBOAT KEY-FL,6888.0,1668.0
LONGBRANCH-WA,1115.0,130.0
LONGDALE-OK,905.0,12.0
LONGFORD-KS,261.0,4.0
LONGMEADOW-MA,16021.0,1722.0
LONGMONT-CO,117461.0,1336.0
LONGPORT-NJ,997.0,475.0
LONGS-SC,12224.0,133.0
LONGTON-KS,593.0,6.0
LONGVIEW-IL,261.0,13.0
LONGVIEW-TX,102348.0,655.4
LONGVIEW-WA,49205.0,381.0
LONGVILLE-LA,2203.0,22.0
LONGVILLE-MN,1303.0,12.0
LONGWOOD-FL,50269.0,1835.0
LONGWOOD-NC,694.0,119.0
LONOKE-AR,10727.0,74.0
LONSDALE-AR,2051.0,27.0
LONSDALE-MN,5211.0,112.0
LOOGOOTEE-IN,8495.0,61.0
LOOKEBA-OK,745.0,10.0
LOOKOUT MOUNTAIN-GA,4125.0,313.0
LOOKOUT MOUNTAIN-TN,1866.0,1287.0
LOOKOUT-CA,366.0,3.0
LOOKOUT-WV,432.0,34.0
LOOMIS-CA,12447.0,505.0
LOOMIS-NE,661.0,9.0
LOOMIS-WA,312.0,1.0
LOON LAKE-WA,2106.0,36.0
LOONEYVILLE-WV,699.0,18.0
LOOP-TX,352.0,4.0
LOOSE CREEK-MO,835.0,33.0
LOPEZ ISLAND-WA,2383.0,80.0
LOPEZ-PA,192.0,9.0
LORADO-WV,683.0,29.0
LORAIN-OH,67952.0,2587.6666666666665
LORAINE-IL,636.0,14.0
LORAINE-TX,940.0,8.0
LORANE-OR,387.0,9.0
LORANGER-LA,5877.0,69.0
LORDSBURG-NM,3662.0,3.0
LORE CITY-OH,1620.0,46.0
LOREAUVILLE-LA,1819.0,100.0
LORENA-TX,7831.0,103.0
LORENZO-TX,1571.0,12.0
LORETTO-KY,2864.0,58.0
LORETTO-MI,120.0,506.0
LORETTO-MN,3246.0,171.0
LORETTO-PA,3992.0,150.0
LORETTO-TN,4092.0,60.0
LORIDA-FL,1728.0,9.0
LORIMOR-IA,964.0,12.0
LORING-MT,96.0,0.0
LORIS-SC,15951.0,92.0
LORMAN-MS,2338.0,12.0
LORRAINE-KS,251.0,4.0
LORRAINE-NY,593.0,10.0
LORTON-NE,41.0,1020.0
LORTON-VA,32059.0,1096.0
LOS ALAMITOS-CA,21751.0,3550.0
LOS ALAMOS-CA,2058.0,51.0
LOS ALAMOS-NM,17950.0,322.0
LOS ALTOS-CA,40885.0,2062.0
LOS ANGELES-CA,2374674.0,14524.183333333332
LOS BANOS-CA,38776.0,150.0
LOS EBANOS-TX,402.0,76.0
LOS FRESNOS-TX,16230.0,141.0
LOS GATOS-CA,47252.0,968.6666666666666
LOS INDIOS-TX,533.0,289.0
LOS LUNAS-NM,44075.0,87.0
LOS MOLINOS-CA,3935.0,62.0
LOS OJOS-NM,305.0,10.0
LOS OLIVOS-CA,1530.0,28.0
LOS OSOS-CA,14318.0,492.0
LOSANTVILLE-IN,1129.0,38.0
LOST CITY-WV,329.0,10.0
LOST CREEK-KY,1219.0,32.0
LOST CREEK-PA,263.0,138.0
LOST CREEK-WV,3872.0,63.0
LOST HILLS-CA,2739.0,12.0
LOST NATION-IA,895.0,16.0
LOST SPRINGS-KS,178.0,5.0
LOSTANT-IL,741.0,20.0
LOSTINE-OR,457.0,2.0
LOTHIAN-MD,6643.0,195.0
LOTT-TX,2276.0,20.0
LOTTIE-LA,393.0,28.0
LOTTSBURG-VA,1240.0,88.0
LOTUS-CA,637.0,55.0
LOUANN-AR,939.0,12.0
LOUDON-NH,5334.0,107.0
LOUDON-TN,18321.0,210.0
LOUDONVILLE-OH,5436.0,75.0
LOUIN-MS,3319.0,15.0
LOUISA-KY,11730.0,52.0
LOUISA-VA,12694.0,61.0
LOUISBURG-KS,7524.0,76.0
LOUISBURG-MO,877.0,26.0
LOUISBURG-NC,24112.0,100.0
LOUISE-MS,873.0,16.0
LOUISE-TX,2045.0,10.0
LOUISIANA-MO,4593.0,55.0
LOUISVILLE-AL,1459.0,14.0
LOUISVILLE-CO,31034.0,1598.0
LOUISVILLE-GA,5728.0,29.0
LOUISVILLE-IL,2981.0,19.0
LOUISVILLE-KY,735981.0,3040.0
LOUISVILLE-MS,15619.0,41.0
LOUISVILLE-NE,2286.0,39.0
LOUISVILLE-OH,20349.0,376.0
LOUISVILLE-TN,11274.0,341.0
LOUP CITY-NE,1559.0,8.0
LOUVALE-GA,272.0,16.0
LOUVIERS-CO,243.0,322.0
LOVEJOY-IL,746.0,2817.0
LOVELACEVILLE-KY,130.0,154.0
LOVELADY-TX,5050.0,19.0
LOVELAND-CO,82751.0,386.5
LOVELAND-OH,53267.0,1150.0
LOVELAND-OK,46.0,1.0
LOVELL-ME,1153.0,26.0
LOVELL-WY,3552.0,6.0
LOVELOCK-NV,5150.0,11.0
LOVELY-KY,1002.0,174.0
LOVES PARK-IL,23492.0,1652.0
LOVETTSVILLE-VA,6549.0,153.0
LOVILIA-IA,984.0,17.0
LOVING-NM,1925.0,4.0
LOVING-TX,421.0,4.0
LOVINGSTON-VA,1300.0,35.0
LOVINGTON-IL,2022.0,21.0
LOVINGTON-NM,14343.0,19.0
LOW MOOR-IA,201.0,170.0
LOW MOOR-VA,270.0,38.0
LOWBER-PA,323.0,619.0
LOWDEN-IA,1208.0,28.0
LOWELL-AR,11376.0,345.0
LOWELL-IN,17524.0,148.0
LOWELL-MA,106541.0,8508.25
LOWELL-MI,16627.0,184.0
LOWELL-NC,3579.0,1052.0
LOWELL-OH,2728.0,50.0
LOWELL-OR,1420.0,66.0
LOWELL-VT,879.0,16.0
LOWELL-WI,482.0,85.0
LOWELLVILLE-OH,3836.0,166.0
LOWER BRULE-SD,1380.0,12.0
LOWER KALSKAG-AK,282.0,306.0
LOWER LAKE-CA,2893.0,19.0
LOWER PEACH TREE-AL,945.0,10.0
LOWER SALEM-OH,1140.0,15.0
LOWES-KY,55.0,155.0
LOWGAP-NC,2733.0,62.0
LOWLAND-NC,254.0,16.0
LOWMAN-ID,206.0,0.0
LOWMAN-NY,1404.0,41.0
LOWMANSVILLE-KY,782.0,69.0
LOWNDES-MO,331.0,12.0
LOWNDESBORO-AL,1644.0,11.0
LOWNDESVILLE-SC,118.0,166.0
LOWPOINT-IL,646.0,21.0
LOWRY CITY-MO,1568.0,19.0
LOWRY-MN,733.0,17.0
LOWVILLE-NY,8830.0,19.0
LOXAHATCHEE-FL,26551.0,339.0
LOXLEY-AL,8258.0,127.0
LOYAL-OK,352.0,4.0
LOYAL-WI,3123.0,41.0
LOYALHANNA-PA,504.0,1362.0
LOYALL-KY,1213.0,563.0
LOYALTON-CA,1627.0,8.0
LOYSBURG-PA,303.0,167.0
LOYSVILLE-PA,2526.0,55.0
LU VERNE-IA,590.0,7.0
LUANA-IA,659.0,15.0
LUBBOCK-TX,248257.0,2361.769230769231
LUBEC-ME,1690.0,28.0
LUBLIN-WI,498.0,16.0
LUCAMA-NC,5268.0,118.0
LUCAN-MN,394.0,10.0
LUCAS-IA,724.0,9.0
LUCAS-KS,549.0,3.0
LUCAS-KY,254.0,48.0
LUCAS-OH,2387.0,87.0
LUCASVILLE-OH,13372.0,94.0
LUCEDALE-MS,26964.0,48.0
LUCERNE VALLEY-CA,6455.0,16.0
LUCERNE-CA,3104.0,63.0
LUCERNE-IN,643.0,23.0
LUCERNE-MO,264.0,4.0
LUCERNEMINES-PA,502.0,1160.0
LUCIEN-OK,178.0,5.0
LUCILE-ID,129.0,2.0
LUCINDA-PA,1256.0,45.0
LUCK-WI,4009.0,43.0
LUCKEY-OH,1834.0,157.0
LUDELL-KS,185.0,1.0
LUDINGTON-MI,16875.0,162.0
LUDLOW FALLS-OH,1234.0,86.0
LUDLOW-IL,636.0,25.0
LUDLOW-MA,21103.0,776.0
LUDLOW-MO,240.0,12.0
LUDLOW-PA,240.0,37.0
LUDLOW-SD,116.0,1.0
LUDLOW-VT,2092.0,47.0
LUDOWICI-GA,9749.0,34.0
LUEBBERING-MO,95.0,46.0
LUEDERS-TX,472.0,3.0
LUFKIN-TX,63040.0,209.5
LUGOFF-SC,15293.0,123.0
LUKACHUKAI-AZ,2340.0,11.0
LUKE-MD,65.0,241.0
LULA-GA,8535.0,117.0
LULA-MS,208.0,22.0
LULING-LA,12471.0,135.0
LULING-TX,7683.0,53.0
LUMBER BRIDGE-NC,3125.0,88.0
LUMBER CITY-GA,2239.0,20.0
LUMBERPORT-WV,2411.0,91.0
LUMBERTON-MS,9721.0,27.0
LUMBERTON-NC,53001.0,205.0
LUMBERTON-NJ,12495.0,948.0
LUMBERTON-TX,20003.0,312.0
LUMMI ISLAND-WA,964.0,104.0
LUMPKIN-GA,3675.0,15.0
LUNA PIER-MI,1436.0,1495.0
LUNA-NM,194.0,1.0
LUND-NV,477.0,5.0
LUNENBURG-MA,10086.0,381.0
LUNENBURG-VA,217.0,16.0
LUNENBURG-VT,1178.0,24.0
LUNING-NV,48.0,2.0
LUPTON CITY-TN,390.0,852.0
LUPTON-AZ,752.0,11.0
LUPTON-MI,1573.0,27.0
LURAY-KS,297.0,3.0
LURAY-MO,519.0,9.0
LURAY-SC,269.0,4.0
LURAY-TN,494.0,26.0
LURAY-VA,11634.0,77.0
LUSBY-MD,20483.0,681.0
LUSK-WY,2067.0,2.0
LUTCHER-LA,3653.0,1416.0
LUTHER-MI,1534.0,12.0
LUTHER-OK,4189.0,46.0
LUTHERSBURG-PA,1027.0,51.0
LUTHERSVILLE-GA,2342.0,68.0
LUTHERVILLE TIMONIUM-MD,36465.0,1805.0
LUTSEN-MN,518.0,3.0
LUTTRELL-TN,3978.0,104.0
LUTTS-TN,530.0,7.0
LUTZ-FL,57430.0,1123.25
LUVERNE-AL,5706.0,36.0
LUVERNE-MN,6066.0,36.0
LUVERNE-ND,191.0,2.0
LUXEMBURG-WI,7405.0,66.0
LUXORA-AR,1690.0,29.0
LUZERNE-IA,210.0,13.0
LUZERNE-MI,864.0,10.0
LUZERNE-PA,2903.0,3678.0
LYBURN-WV,834.0,34.0
LYERLY-GA,1993.0,36.0
LYFORD-TX,4039.0,30.0
LYKENS-PA,4046.0,117.0
LYLE-MN,894.0,26.0
LYLE-WA,1735.0,14.0
LYLES-TN,5382.0,90.0
LYMAN-NE,619.0,5.0
LYMAN-SC,10146.0,556.0
LYMAN-UT,218.0,6.0
LYMAN-WA,76.0,468.0
LYMAN-WY,3654.0,30.0
LYME-NH,1716.0,32.0
LYNBROOK-NY,22666.0,9456.0
LYNCH STATION-VA,1979.0,39.0
LYNCH-KY,860.0,63.0
LYNCH-NE,480.0,2.0
LYNCHBURG-MO,431.0,7.0
LYNCHBURG-OH,4444.0,70.0
LYNCHBURG-SC,3240.0,24.0
LYNCHBURG-TN,3268.0,66.0
LYNCHBURG-VA,99291.0,756.5
LYNCO-WV,984.0,119.0
LYND-MN,788.0,17.0
LYNDEBOROUGH-NH,1615.0,57.0
LYNDEN-WA,18893.0,331.0
LYNDHURST-NJ,20554.0,4509.0
LYNDHURST-VA,2029.0,41.0
LYNDON STATION-WI,2224.0,29.0
LYNDON-IL,975.0,54.0
LYNDON-KS,1793.0,22.0
LYNDONVILLE-NY,2958.0,64.0
LYNDONVILLE-VT,6528.0,82.0
LYNDORA-PA,1195.0,2068.0
LYNN CENTER-IL,1188.0,28.0
LYNN HAVEN-FL,18985.0,2021.0
LYNN-AL,1018.0,27.0
LYNN-AR,255.0,43.0
LYNN-IN,2885.0,45.0
LYNN-MA,90282.0,9181.5
LYNNDYL-UT,121.0,3.0
LYNNFIELD-MA,12108.0,1148.0
LYNNVILLE-IA,734.0,24.0
LYNNVILLE-IN,1696.0,35.0
LYNNVILLE-TN,2656.0,27.0
LYNNWOOD-WA,92865.0,4588.666666666667
LYNWOOD-CA,69745.0,14431.0
LYNX-OH,435.0,29.0
LYON MOUNTAIN-NY,927.0,15.5
LYON STATION-PA,490.0,1268.0
LYON-MS,1329.0,24.0
LYONS FALLS-NY,1118.0,25.0
LYONS-CO,4461.0,28.0
LYONS-GA,11961.0,42.0
LYONS-IL,10649.0,6270.0
LYONS-IN,1233.0,28.0
LYONS-KS,4334.0,24.0
LYONS-MI,2365.0,76.0
LYONS-NE,1280.0,13.0
LYONS-NY,7192.0,106.0
LYONS-OH,1553.0,62.0
LYONS-OR,2576.0,36.0
LYSITE-WY,94.0,0.0
LYTLE CREEK-CA,707.0,36.0
LYTLE-TX,6388.0,168.0
LYTTON-IA,520.0,11.0
MABANK-TX,21182.0,268.0
MABEL-MN,1442.0,22.0
MABELVALE-AR,13078.0,425.0
MABEN-MS,2781.0,34.0
MABIE-WV,591.0,10.0
MABLETON-GA,37088.0,1791.0
MABSCOTT-WV,695.0,1720.0
MABTON-WA,4190.0,16.0
MAC ARTHUR-WV,607.0,874.0
MACCLENNY-FL,13429.0,131.0
MACCLESFIELD-NC,2977.0,61.0
MACDOEL-CA,798.0,2.0
MACEDON-NY,10691.0,287.0
MACEDONIA-IA,465.0,14.0
MACEDONIA-IL,524.0,16.0
MACEDONIA-OH,11157.0,1144.0
MACEO-KY,1852.0,65.0
MACFARLAN-WV,245.0,14.0
MACHESNEY PARK-IL,23180.0,2182.0
MACHIAS-ME,3424.0,34.0
MACHIAS-NY,1905.0,45.0
MACHIASPORT-ME,1119.0,52.0
MACHIPONGO-VA,973.0,36.0
MACK-CO,871.0,7.0
MACKAY-ID,1097.0,1.0
MACKEY-IN,70.0,662.0
MACKEYVILLE-PA,167.0,110.0
MACKINAC ISLAND-MI,492.0,113.0
MACKINAW CITY-MI,1036.0,82.0
MACKINAW-IL,4669.0,95.0
MACKS CREEK-MO,2250.0,21.0
MACKSBURG-IA,255.0,8.0
MACKSBURG-OH,433.0,26.0
MACKSVILLE-KS,723.0,5.0
MACKVILLE-KY,531.0,26.0
MACOMB-IL,22086.0,129.0
MACOMB-MI,79580.0,2537.0
MACOMB-MO,473.0,16.0
MACOMB-OK,1347.0,19.0
MACON-GA,164921.0,733.25
MACON-IL,1776.0,26.0
MACON-MO,7926.0,61.0
MACON-MS,7156.0,19.0
MACON-NC,1962.0,23.0
MACUNGIE-PA,24351.0,1143.0
MACY-IN,2170.0,34.0
MACY-NE,1421.0,33.0
MAD RIVER-CA,697.0,1.0
MADAWASKA-ME,3344.0,188.0
MADBURY-NH,1719.0,162.0
MADDOCK-ND,727.0,3.0
MADELIA-MN,3208.0,26.0
MADELINE-CA,90.0,1.0
MADERA-CA,98719.0,239.33333333333334
MADERA-PA,951.0,47.0
MADILL-OK,8042.0,35.0
MADISON HEIGHTS-MI,29694.0,4186.0
MADISON HEIGHTS-VA,16395.0,256.0
MADISON LAKE-MN,2724.0,65.0
MADISON-AL,63731.0,914.6666666666666
MADISON-AR,430.0,204.0
MADISON-CA,527.0,102.0
MADISON-CT,18269.0,505.0
MADISON-FL,11808.0,51.0
MADISON-GA,11708.0,53.0
MADISON-IL,4847.0,1374.0
MADISON-IN,21944.0,106.0
MADISON-KS,1258.0,7.0
MADISON-MD,255.0,14.0
MADISON-ME,4855.0,94.0
MADISON-MN,2581.0,11.0
MADISON-MO,1948.0,14.0
MADISON-MS,36143.0,484.0
MADISON-NC,11138.0,113.0
MADISON-NE,3260.0,19.0
MADISON-NH,1585.0,63.0
MADISON-NJ,17278.0,3714.0
MADISON-NY,1534.0,60.0
MADISON-OH,19961.0,399.0
MADISON-PA,455.0,463.0
MADISON-SD,8415.0,41.0
MADISON-TN,37316.0,1753.0
MADISON-VA,5547.0,55.0
MADISON-WI,267757.0,4860.083333333333
MADISON-WV,3846.0,170.0
MADISONBURG-PA,371.0,110.0
MADISONVILLE-KY,26916.0,162.0
MADISONVILLE-LA,10150.0,324.0
MADISONVILLE-TN,16483.0,143.0
MADISONVILLE-TX,7647.0,38.0
MADRAS-OR,11912.0,34.0
MADRID-IA,4412.0,49.0
MADRID-NE,522.0,3.0
MADRID-NY,1891.0,35.0
MAGALIA-CA,12251.0,172.0
MAGAZINE-AR,2646.0,27.0
MAGDALENA-NM,2999.0,1.0
MAGEE-MS,10460.0,75.0
MAGGIE VALLEY-NC,2916.0,65.0
MAGNA-UT,26524.0,557.0
MAGNESS-AR,69.0,197.0
MAGNET-NE,65.0,32.0
MAGNETIC SPRINGS-OH,258.0,1209.0
MAGNOLIA SPRINGS-AL,654.0,776.0
MAGNOLIA-AL,344.0,9.0
MAGNOLIA-AR,16848.0,53.0
MAGNOLIA-DE,10206.0,703.0
MAGNOLIA-IA,181.0,322.0
MAGNOLIA-IL,628.0,16.0
MAGNOLIA-KY,2974.0,36.0
MAGNOLIA-MN,434.0,11.0
MAGNOLIA-MS,8315.0,47.0
MAGNOLIA-NC,3829.0,46.0
MAGNOLIA-NJ,5350.0,4284.0
MAGNOLIA-OH,3239.0,99.0
MAGNOLIA-TX,54225.0,409.5
MAHAFFEY-PA,1618.0,20.0
MAHANOY CITY-PA,5029.0,196.0
MAHANOY PLANE-PA,263.0,2612.0
MAHASKA-KS,114.0,3.0
MAHNOMEN-MN,2811.0,11.0
MAHOMET-IL,13206.0,273.0
MAHOPAC-NY,26339.0,1058.0
MAHWAH-NJ,25890.0,1008.0
MAIDEN ROCK-WI,1062.0,17.0
MAIDEN-NC,11883.0,267.0
MAIDENS-VA,2659.0,90.0
MAIDSVILLE-WV,2624.0,69.0
MAINE-NY,718.0,71.0
MAINESBURG-PA,734.0,35.0
MAINEVILLE-OH,22814.0,1440.0
MAITLAND-FL,19928.0,2836.0
MAITLAND-MO,541.0,9.0
MAIZE-KS,3604.0,240.0
MAJESTIC-KY,369.0,55.0
MAKANDA-IL,2262.0,49.0
MAKAWAO-HI,17668.0,414.0
MAKINEN-MN,554.0,3.0
MAKOTI-ND,250.0,3.0
MALABAR-FL,3982.0,223.0
MALAD CITY-ID,4154.0,4.0
MALAGA-NJ,1347.0,642.0
MALAGA-NM,175.0,2.0
MALAGA-WA,2146.0,38.0
MALAKOFF-TX,5842.0,67.0
MALCOLM-AL,308.0,43.0
MALCOLM-NE,1210.0,37.0
MALCOM-IA,762.0,12.0
MALDEN BRIDGE-NY,189.0,36.0
MALDEN ON HUDSON-NY,366.0,742.0
MALDEN-IL,478.0,72.0
MALDEN-MA,59503.0,11797.0
MALDEN-MO,6359.0,107.0
MALDEN-WA,208.0,80.0
MALIBU-CA,18116.0,168.0
MALIN-OR,1466.0,34.0
MALINTA-OH,757.0,32.0
MALLARD-IA,527.0,8.0
MALLIE-KY,798.0,74.0
MALLORY-NY,326.0,953.0
MALLORY-WV,771.0,144.0
MALMO-NE,369.0,10.0
MALO-WA,380.0,7.0
MALONE-FL,2644.0,102.0
MALONE-NY,15836.0,75.0
MALONE-TX,506.0,14.0
MALONE-WI,2451.0,62.0
MALOTT-WA,564.0,8.0
MALTA BEND-MO,712.0,8.0
MALTA-ID,1371.0,1.0
MALTA-IL,1794.0,34.0
MALTA-MT,3037.0,1.0
MALTA-OH,3315.0,38.0
MALVERN-AR,23354.0,74.0
MALVERN-IA,1828.0,23.0
MALVERN-OH,4791.0,216.0
MALVERN-PA,24760.0,646.0
MALVERNE-NY,8690.0,7785.0
MAMARONECK-NY,20135.0,4928.0
MAMMOTH CAVE-KY,1281.0,39.0
MAMMOTH LAKES-CA,9567.0,56.0
MAMMOTH SPRING-AR,2923.0,19.0
MAMMOTH-AZ,1725.0,15.0
MAMMOTH-WV,276.0,15.0
MAMOU-LA,5582.0,48.0
MAN-WV,1227.0,88.0
MANAHAWKIN-NJ,24285.0,798.0
MANAKIN SABOT-VA,4634.0,124.0
MANASQUAN-NJ,12578.0,2721.0
MANASSA-CO,1318.0,31.0
MANASSAS-GA,74.0,233.0
MANASSAS-VA,137564.0,1958.5
MANAWA-WI,3430.0,54.0
MANCELONA-MI,6801.0,41.0
MANCHACA-TX,4466.0,258.0
MANCHESTER CENTER-VT,4121.0,105.0
MANCHESTER TOWNSHIP-NJ,33263.0,515.0
MANCHESTER-CA,504.0,8.0
MANCHESTER-CT,58248.0,2139.5
MANCHESTER-GA,6091.0,154.0
MANCHESTER-IA,8222.0,59.0
MANCHESTER-IL,292.0,294.0
MANCHESTER-KY,19143.0,52.0
MANCHESTER-MA,5136.0,557.0
MANCHESTER-MD,11751.0,290.0
MANCHESTER-ME,2571.0,121.0
MANCHESTER-MI,7309.0,78.0
MANCHESTER-NH,113733.0,3299.4
MANCHESTER-NY,1701.0,1495.0
MANCHESTER-OH,4272.0,61.0
MANCHESTER-OK,197.0,2.0
MANCHESTER-PA,7679.0,761.0
MANCHESTER-TN,25596.0,118.0
MANCHESTER-VT,273.0,136.0
MANCOS-CO,4069.0,11.0
MANDAN-ND,22884.0,37.0
MANDAREE-ND,909.0,2.0
MANDERSON-SD,1126.0,9.0
MANDERSON-WY,315.0,3.0
MANDEVILLE-LA,46234.0,930.0
MANGHAM-LA,1697.0,18.0
MANGUM-OK,3614.0,9.0
MANHASSET-NY,17962.0,2691.0
MANHATTAN BEACH-CA,35135.0,8926.0
MANHATTAN-IL,9924.0,145.0
MANHATTAN-KS,57278.0,178.0
MANHATTAN-MT,4352.0,28.0
MANHATTAN-NV,69.0,0.0
MANHEIM-PA,21256.0,300.0
MANILA-AR,4886.0,43.0
MANILA-UT,793.0,6.0
MANILLA-IA,1346.0,13.0
MANILLA-IN,764.0,31.0
MANISTEE-MI,14066.0,75.0
MANISTIQUE-MI,6469.0,12.0
MANITO-IL,4276.0,42.0
MANITOU BEACH-MI,3166.0,129.0
MANITOU SPRINGS-CO,5476.0,254.0
MANITOU-KY,1030.0,55.0
MANITOU-OK,214.0,11.0
MANITOWISH WATERS-WI,736.0,17.0
MANITOWOC-WI,40220.0,408.0
MANKATO-KS,1157.0,6.0
MANKATO-MN,60662.0,366.0
MANLEY HOT SPRINGS-AK,119.0,0.0
MANLEY-NE,206.0,321.0
MANLIUS-IL,284.0,502.0
MANLIUS-NY,15567.0,329.0
MANLY-IA,1741.0,37.0
MANNFORD-OK,7406.0,92.0
MANNING-IA,2306.0,21.0
MANNING-ND,334.0,2.0
MANNING-OR,157.0,30.0
MANNING-SC,18248.0,74.0
MANNINGTON-WV,5335.0,53.0
MANNS CHOICE-PA,1699.0,31.0
MANNS HARBOR-NC,1021.0,4.0
MANNSVILLE-KY,139.0,259.0
MANNSVILLE-NY,1646.0,36.0
MANNSVILLE-OK,1205.0,13.0
MANOKOTAK-AK,443.0,0.0
MANOR-GA,780.0,15.0
MANOR-PA,1472.0,1704.0
MANOR-TX,16375.0,156.0
MANORVILLE-NY,14573.0,422.0
MANORVILLE-PA,410.0,4423.0
MANQUIN-VA,976.0,36.0
MANSFIELD CENTER-CT,4821.0,285.0
MANSFIELD-AR,2919.0,37.0
MANSFIELD-GA,3018.0,59.0
MANSFIELD-IL,1438.0,27.0
MANSFIELD-LA,10259.0,32.0
MANSFIELD-MA,23184.0,1154.0
MANSFIELD-MO,4047.0,32.0
MANSFIELD-OH,90484.0,1197.5
MANSFIELD-PA,7488.0,77.0
MANSFIELD-SD,365.0,3.0
MANSFIELD-TN,662.0,18.0
MANSFIELD-TX,61361.0,1184.0
MANSFIELD-WA,494.0,1.0
MANSON-IA,2500.0,26.0
MANSON-NC,2937.0,79.0
MANSON-WA,3708.0,79.0
MANSURA-LA,4124.0,119.0
MANTACHIE-MS,4602.0,77.0
MANTADOR-ND,123.0,7.0
MANTECA-CA,74232.0,903.5
MANTEE-MS,1309.0,17.0
MANTENO-IL,12168.0,159.0
MANTEO-NC,6111.0,692.0
MANTER-KS,302.0,1.0
MANTI-UT,3548.0,71.0
MANTOLOKING-NJ,1042.0,1049.0
MANTON-CA,688.0,9.0
MANTON-MI,5874.0,35.0
MANTORVILLE-MN,2746.0,87.0
MANTUA-NJ,10758.0,2863.0
MANTUA-OH,7987.0,190.0
MANTUA-UT,701.0,59.0
MANVEL-ND,872.0,10.0
MANVEL-TX,12672.0,340.0
MANVILLE-NJ,10344.0,4382.0
MANVILLE-RI,3400.0,2378.0
MANVILLE-WY,241.0,1.0
MANY FARMS-AZ,2338.0,12.0
MANY-LA,9696.0,41.0
MANZANITA-OR,710.0,227.0
MANZANOLA-CO,990.0,19.0
MAPLE CITY-MI,2067.0,36.0
MAPLE FALLS-WA,3642.0,152.0
MAPLE HEIGHTS-OH,23240.0,4514.0
MAPLE HILL-KS,1247.0,13.0
MAPLE HILL-NC,2545.0,39.0
MAPLE LAKE-MN,4982.0,91.0
MAPLE PARK-IL,4061.0,50.0
MAPLE PLAIN-MN,5954.0,142.0
MAPLE RAPIDS-MI,671.0,719.0
MAPLE SHADE-NJ,19172.0,5008.0
